Player,"Tm","Year","WS","VORP"
Alvin Williams,"TOR",2003,2.1,-0.2
Eric Williams,"TOT",2003,3.1,-0.1
Frank Williams,"NYK",2003,0.3,-0.5
Jason Williams,"MEM",2003,5.4,1.2
Jerome Williams,"TOT",2003,4.3,1
Mo Williams,"UTA",2003,0.2,-0.6
Scott Williams,"TOT",2003,1.1,-0.1
Shammond Williams,"TOT",2003,1,-0.3
Corliss Williamson,"DET",2003,4.1,-0.2
Kevin Willis,"SAS",2003,0.9,-0.1
Loren Woods,"MIA",2003,1.1,-0.1
Qyntel Woods,"POR",2003,-0.2,-0.6
Metta World Peace,"IND",2003,8,4.2
Lorenzen Wright,"MEM",2003,3.2,0.3
Wang Zhizhi,"TOT",2003,0.1,-0.1
Shareef Abdur-Rahim,"POR",2004,5.4,1.3
Cory Alexander,"CHA",2004,0,-0.1
Malik Allen,"TOT",2004,1.1,0
Ray Allen,"SEA",2004,10.7,4.4
Tony Allen,"BOS",2004,2.7,0.6
Rafer Alston,"TOR",2004,5.5,2.4
Chris Andersen,"NOH",2004,4.5,1.2
Derek Anderson,"POR",2004,1.3,0
Kenny Anderson,"TOT",2004,0.2,-0.4
Shandon Anderson,"TOT",2004,2.1,0.3
Carmelo Anthony,"DEN",2004,4.9,0.5
Rafael Araujo,"TOR",2004,0.3,-0.7
Gilbert Arenas,"WAS",2004,11.5,4.9
Trevor Ariza,"NYK",2004,2.1,0.4
Darrell Armstrong,"TOT",2004,0.8,0.1
Carlos Arroyo,"TOT",2004,1.3,-1
Chucky Atkins,"LAL",2004,4.5,0.8
Stacey Augmon,"ORL",2004,0.7,-0.2
Maurice Baker,"TOT",2004,0,0
Vin Baker,"TOT",2004,-0.4,-0.3
Marcus Banks,"BOS",2004,1.9,0.2
Leandro Barbosa,"PHO",2004,1.8,0.3
Matt Barnes,"SAC",2004,0.4,-0.1
Andre Barrett,"TOT",2004,0.4,-0.2
Brent Barry,"SAS",2004,6.1,1.8
Jon Barry,"TOT",2004,3.9,1.1
Tony Battie,"ORL",2004,2,-0.4
Shane Battier,"MEM",2004,7.8,3.6
Lonny Baxter,"NOH",2004,-0.2,-0.2
Raja Bell,"UTA",2004,2.2,0
Jonathan Bender,"IND",2004,-0.2,-0.2
Travis Best,"NJN",2004,2.5,-0.3
Mike Bibby,"SAC",2004,8.5,3.3
Andris Biedrins,"GSW",2004,1.2,0.2
Chauncey Billups,"DET",2004,12.1,4.2
Steve Blake,"WAS",2004,0.3,-0.5
Mark Blount,"BOS",2004,2.8,0.4
Tony Bobbitt,"LAL",2004,0,0
Keith Bogans,"CHA",2004,0.1,-0.3
Matt Bonner,"TOR",2004,4.2,0.7
Calvin Booth,"TOT",2004,1,0
Carlos Boozer,"UTA",2004,4.1,1.8
Curtis Borchardt,"UTA",2004,0.8,0
Chris Bosh,"TOR",2004,6.8,1.8
Bruce Bowen,"SAS",2004,6.1,2.1
Ryan Bowen,"HOU",2004,1.1,0
Earl Boykins,"DEN",2004,6,0.6
Michael Bradley,"TOT",2004,0.2,-0.1
Shawn Bradley,"DAL",2004,1.9,0.2
Torraye Braggs,"HOU",2004,0,-0.1
Elton Brand,"LAC",2004,10.6,4.8
Jamison Brewer,"NYK",2004,-0.3,-0.2
Primoz Brezec,"CHA",2004,4.9,1.2
Damone Brown,"WAS",2004,-0.2,-0.2
Devin Brown,"SAS",2004,3.7,0.7
Kedrick Brown,"PHI",2004,0.1,0
Kwame Brown,"WAS",2004,0.6,-0.6
P.J. Brown,"NOH",2004,6.9,2.3
Tierre Brown,"LAL",2004,-0.5,-1.2
Rick Brunson,"LAC",2004,1.9,-0.3
Kobe Bryant,"LAL",2004,8.1,4.5
Greg Buckner,"DEN",2004,4.8,1.8
Rodney Buford,"NJN",2004,0.8,-1
Antonio Burks,"MEM",2004,0.5,0
Caron Butler,"LAL",2004,5.3,1.2
Jackie Butler,"NYK",2004,0.1,0
Rasual Butler,"MIA",2004,1.7,-0.3
Zarko Cabarkapa,"TOT",2004,1.3,-0.1
Marcus Camby,"DEN",2004,5.8,2.8
Elden Campbell,"TOT",2004,0,-0.5
Brian Cardinal,"MEM",2004,3.5,1.4
Geno Carlisle,"POR",2004,0.1,0
Matt Carroll,"CHA",2004,0.7,-0.2
Anthony Carter,"MIN",2004,0.5,-0.4
Vince Carter,"TOT",2004,9.4,5.2
Sam Cassell,"MIN",2004,3.8,1
Kelvin Cato,"ORL",2004,4.3,1
Lionel Chalmers,"LAC",2004,-0.2,-0.5
Tyson Chandler,"CHI",2004,8.3,2.8
Calbert Cheaney,"GSW",2004,0.3,-0.8
Josh Childress,"ATL",2004,4.6,1.2
Doug Christie,"TOT",2004,0.9,0.2
Speedy Claxton,"TOT",2004,3.7,0.7
Mateen Cleaves,"SEA",2004,0,0
Derrick Coleman,"DET",2004,-0.1,-0.2
Jason Collier,"ATL",2004,0,-1.5
Jarron Collins,"UTA",2004,1.1,-0.2
Jason Collins,"NJN",2004,3.9,0.6
Nick Collison,"SEA",2004,3.9,0.8
Brian Cook,"LAL",2004,2,-0.1
Omar Cook,"TOR",2004,0.1,0
Jamal Crawford,"NYK",2004,4.2,1.9
Austin Croshere,"IND",2004,4.1,0.8
Eddy Curry,"CHI",2004,4.3,0.1
Michael Curry,"IND",2004,0.3,0
Samuel Dalembert,"PHI",2004,3.9,0.2
Erick Dampier,"DAL",2004,4.5,1.1
Antonio Daniels,"SEA",2004,6.8,1.5
Erik Daniels,"SAC",2004,-0.1,-0.1
Marquis Daniels,"DAL",2004,2.5,1
Antonio Davis,"CHI",2004,3.9,0.9
Baron Davis,"TOT",2004,4.4,2.7
Dale Davis,"TOT",2004,3.4,0.9
Josh Davis,"PHI",2004,0.5,-0.1
Ricky Davis,"BOS",2004,4.2,0.6
Andrew DeClercq,"ORL",2004,0.1,0
Carlos Delfino,"DET",2004,0.5,0
Tony Delk,"ATL",2004,2.1,-0.1
Luol Deng,"CHI",2004,3,1.1
Boris Diaw,"ATL",2004,0.1,-0.5
Dan Dickau,"TOT",2004,3.5,0.9
Kaniel Dickens,"NJN",2004,0,-0.1
DeSagana Diop,"CLE",2004,0,-0.1
Vlade Divac,"LAL",2004,0,0
Juan Dixon,"WAS",2004,2,0
Michael Doleac,"MIA",2004,1.9,-0.4
Keyon Dooling,"MIA",2004,1.5,-0.5
Predrag Drobnjak,"ATL",2004,1,-1.1
Chris Duhon,"CHI",2004,4.1,0.8
Tim Duncan,"SAS",2004,11.2,4.7
Mike Dunleavy,"GSW",2004,4.9,1.5
Ronald Dupree,"DET",2004,1,-0.1
Ndudi Ebi,"MIN",2004,0.1,0
Corsley Edwards,"NOH",2004,0.1,-0.1
John Edwards,"IND",2004,-0.1,-0.2
Howard Eisley,"UTA",2004,0,-1.2
Obinna Ekezie,"ATL",2004,0.7,-0.7
Francisco Elson,"DEN",2004,1.6,0.1
Melvin Ely,"CHA",2004,0.1,-0.6
Andre Emmett,"MEM",2004,0,-0.1
Maurice Evans,"SAC",2004,2.1,-0.2
Reggie Evans,"SEA",2004,3.8,0.9
Michael Finley,"DAL",2004,5.5,1.8
Derek Fisher,"GSW",2004,3.7,0.6
Marcus Fizer,"MIL",2004,0.4,-0.3
Luis Flores,"TOT",2004,0,-0.1
Danny Fortson,"SEA",2004,4.3,-0.2
Jeff Foster,"IND",2004,5.4,1
Tremaine Fowlkes,"IND",2004,0,-0.1
Adonal Foyle,"GSW",2004,3.4,1
Richie Frahm,"POR",2004,1,0.1
Steve Francis,"ORL",2004,6.2,3.2
Matt Freije,"NOH",2004,-0.5,-0.4
Lawrence Funderburke,"CHI",2004,0.1,0
Dan Gadzuric,"MIL",2004,5.2,0.9
Reece Gaines,"TOT",2004,-0.1,-0.2
Alex Garcia,"NOH",2004,-0.1,-0.1
Kevin Garnett,"MIN",2004,16.1,9.3
Pat Garrity,"ORL",2004,1.1,-0.5
Pau Gasol,"MEM",2004,6.8,2.6
Devean George,"LAL",2004,0.3,-0.1
Eddie Gill,"IND",2004,1.1,0.2
Kendall Gill,"MIL",2004,0.5,0.1
Manu Ginobili,"SAS",2004,11,5
Gordan Giricek,"UTA",2004,1.8,-0.3
Dion Glover,"SAS",2004,0.2,0
Anthony Goldwire,"TOT",2004,1.5,0.3
Drew Gooden,"CLE",2004,8.5,1.8
Ben Gordon,"CHI",2004,3.5,0.7
Brian Grant,"LAL",2004,1.6,-0.2
Willie Green,"PHI",2004,0.1,-0.9
Adrian Griffin,"CHI",2004,1.3,0.4
Eddie Griffin,"MIN",2004,3.2,0.7
Tom Gugliotta,"TOT",2004,0.4,-0.1
Marcus Haislip,"IND",2004,-0.2,-0.2
Darvin Ham,"DET",2004,0.3,-0.1
Richard Hamilton,"DET",2004,7.4,1.8
Zendon Hamilton,"MIL",2004,0.1,-0.1
Ben Handlogten,"UTA",2004,0.3,-0.1
Anfernee Hardaway,"NYK",2004,0.2,-0.3
Matt Harpring,"UTA",2004,5.5,1.8
Al Harrington,"ATL",2004,1.6,0.4
Junior Harrington,"NOH",2004,-0.3,-0.4
Othella Harrington,"CHI",2004,3.6,0.4
Devin Harris,"DAL",2004,2.7,0.9
Lucious Harris,"CLE",2004,1.3,-0.6
David Harrison,"IND",2004,1.4,0.1
Jason Hart,"CHA",2004,4.8,1.3
Donnell Harvey,"NJN",2004,0.2,0
Udonis Haslem,"MIA",2004,9.2,2.6
Trenton Hassell,"MIN",2004,2.7,0.1
Jarvis Hayes,"WAS",2004,1.7,-0.5
Brendan Haywood,"WAS",2004,5.2,1.4
Alan Henderson,"DAL",2004,3.1,0.5
Nene Hilario,"DEN",2004,3.2,0.9
Grant Hill,"ORL",2004,6.6,2.1
Kirk Hinrich,"CHI",2004,7.2,3.7
Fred Hoiberg,"MIN",2004,5.2,1.7
Robert Horry,"SAS",2004,4.6,1.9
Eddie House,"TOT",2004,1.8,0.2
Allan Houston,"NYK",2004,0.7,-0.2
Dwight Howard,"ORL",2004,7.3,2
Josh Howard,"DAL",2004,6.4,2.8
Juwan Howard,"HOU",2004,3.2,0.3
Troy Hudson,"MIN",2004,1.3,-0.9
Larry Hughes,"WAS",2004,7.7,3.6
Ryan Humphrey,"MEM",2004,0.1,-0.4
Kris Humphries,"UTA",2004,-0.3,-0.7
Brandon Hunter,"ORL",2004,0.2,-0.3
Lindsey Hunter,"DET",2004,1.4,0.2
Steven Hunter,"PHO",2004,2.6,0.4
Andre Iguodala,"PHI",2004,6.6,2.9
Zydrunas Ilgauskas,"CLE",2004,8.1,2
Didier Ilunga-Mbenga,"DAL",2004,0,-0.1
Allen Iverson,"PHI",2004,9,5
Royal Ivey,"ATL",2004,0.2,-0.6
Bobby Jackson,"SAC",2004,1.4,0.2
Jermaine Jackson,"NYK",2004,0.2,-0.1
Jim Jackson,"TOT",2004,3.2,1.1
Luke Jackson,"CLE",2004,0.1,-0.1
Marc Jackson,"PHI",2004,4.6,-0.6
Stephen Jackson,"IND",2004,3.1,1.1
Casey Jacobsen,"TOT",2004,2.7,0
Jerome James,"SEA",2004,1.2,0.1
LeBron James,"CLE",2004,14.3,8.8
Mike James,"TOT",2004,4.3,1.6
Antawn Jamison,"WAS",2004,5.4,0.5
Marko Jaric,"LAC",2004,2.8,1.1
Al Jefferson,"BOS",2004,2.7,-0.2
Richard Jefferson,"NJN",2004,2.4,0.7
Jared Jeffries,"WAS",2004,2.6,0.7
Horace Jenkins,"DET",2004,0,-0.1
Britton Johnsen,"IND",2004,-0.2,-0.1
Anthony Johnson,"IND",2004,4,0.9
DerMarr Johnson,"DEN",2004,3.2,0.7
Ervin Johnson,"MIN",2004,0.8,-0.1
Joe Johnson,"PHO",2004,7.6,3.5
Linton Johnson,"SAS",2004,0,0
Dahntay Jones,"MEM",2004,0.9,-0.3
Damon Jones,"MIA",2004,8.7,2.9
Eddie Jones,"MIA",2004,8,3.1
Fred Jones,"IND",2004,4.8,1.4
James Jones,"IND",2004,2.5,0.5
Jumaine Jones,"LAL",2004,3.7,0.8
Mark Jones,"ORL",2004,-0.1,-0.1
Chris Kaman,"LAC",2004,2.1,0.2
Jason Kapono,"CHA",2004,1.3,-0.7
Mario Kasun,"ORL",2004,0.6,-0.2
Viktor Khryapa,"POR",2004,0.3,-0.2
Jason Kidd,"NJN",2004,7.2,4.6
Andrei Kirilenko,"UTA",2004,5.5,3.8
Kerry Kittles,"LAC",2004,0.2,-0.1
Brandin Knight,"HOU",2004,0,0
Brevin Knight,"CHA",2004,4.5,0.7
Kyle Korver,"PHI",2004,6.6,2.9
Nenad Krstic,"NJN",2004,4.4,0.2
Toni Kukoc,"MIL",2004,1.5,0.7
Ibo Kutluay,"SEA",2004,-0.1,0
Christian Laettner,"MIA",2004,2.7,0.7
Raef LaFrentz,"BOS",2004,7.5,2.5
Maciej Lampe,"TOT",2004,-0.1,-0.7
Voshon Lenard,"DEN",2004,0.1,0
Rashard Lewis,"SEA",2004,8.4,3.3
Randy Livingston,"UTA",2004,0.4,-0.1
Shaun Livingston,"LAC",2004,0.1,-0.2
Raul Lopez,"UTA",2004,0.7,-0.2
Tyronn Lue,"TOT",2004,3.7,-0.4
George Lynch,"NOH",2004,0,-0.1
Mark Madsen,"MIN",2004,0.8,0.1
Corey Maggette,"LAC",2004,8.1,2.2
Jamaal Magloire,"NOH",2004,0.3,-0.3
Stephon Marbury,"NYK",2004,11.7,4.4
Shawn Marion,"PHO",2004,12.5,5.5
Sean Marks,"SAS",2004,0.2,-0.2
Donyell Marshall,"TOR",2004,6,2.5
Darrick Martin,"LAC",2004,0.1,-0.2
Kenyon Martin,"DEN",2004,5.3,2.1
Kevin Martin,"SAC",2004,0.1,-0.3
Desmond Mason,"MIL",2004,4.3,0.4
Tony Massenburg,"SAS",2004,1.1,-0.4
Walter McCarty,"TOT",2004,1.1,0
Jelani McCoy,"ATL",2004,0,-0.1
Antonio McDyess,"DET",2004,5.7,1
Tracy McGrady,"HOU",2004,12,7
Jeff McInnis,"CLE",2004,4.1,-0.4
Aaron McKie,"PHI",2004,2,0.3
Keith McLeod,"UTA",2004,0.3,-0.4
Stanislav Medvedenko,"LAL",2004,0.5,-0.4
Ron Mercer,"NJN",2004,-0.1,-0.4
Chris Mihm,"LAL",2004,3.6,-0.1
Darius Miles,"POR",2004,1.3,0.4
Darko Milicic,"DET",2004,-0.2,-0.5
Andre Miller,"DEN",2004,7,2.2
Anthony Miller,"ATL",2004,0,0
Brad Miller,"SAC",2004,8.6,3.4
Mike Miller,"MEM",2004,7,2.9
Reggie Miller,"IND",2004,6.6,1.6
Yao Ming,"HOU",2004,10.7,2.2
Cuttino Mobley,"TOT",2004,4.4,1.1
Nazr Mohammed,"TOT",2004,4.6,0.3
Jerome Moiso,"TOT",2004,0.2,-0.2
Mikki Moore,"LAC",2004,2.6,0.1
Alonzo Mourning,"TOT",2004,1.2,-0.2
Troy Murphy,"GSW",2004,5.3,0.1
Lamond Murray,"TOR",2004,1.3,0
Ronald Murray,"SEA",2004,-0.3,-0.6
Dikembe Mutombo,"HOU",2004,4.7,0.3
Mamadou NDiaye,"LAC",2004,0.2,0
Bostjan Nachbar,"TOT",2004,1.7,-0.2
Lee Nailon,"NOH",2004,2.2,-0.2
Eduardo Najera,"TOT",2004,1.6,0
Steve Nash,"PHO",2004,10.9,2.4
Jameer Nelson,"ORL",2004,2.5,0.6
Rasho Nesterovic,"SAS",2004,4.2,1.5
Ira Newble,"CLE",2004,1.9,-0.1
Andres Nocioni,"CHI",2004,2.5,-0.1
Moochie Norris,"TOT",2004,-0.4,-0.4
Dirk Nowitzki,"DAL",2004,15.6,5.9
Jermaine ONeal,"IND",2004,3.8,0.5
Shaquille ONeal,"MIA",2004,11,4.7
Lamar Odom,"LAL",2004,4.7,2.1
Emeka Okafor,"CHA",2004,4,0.1
Mehmet Okur,"UTA",2004,7,2.3
Kevin Ollie,"PHI",2004,0.1,-0.2
Michael Olowokandi,"MIN",2004,1.2,-0.6
Greg Ostertag,"SAC",2004,0.7,0
Bo Outlaw,"PHO",2004,0.2,0
Travis Outlaw,"POR",2004,1.4,0
Zaza Pachulia,"MIL",2004,2.9,0.5
Scott Padgett,"HOU",2004,2.8,0.8
Milt Palacio,"TOR",2004,1.7,-0.8
Jannero Pargo,"CHI",2004,0.2,0
Smush Parker,"TOT",2004,-0.1,-0.2
Tony Parker,"SAS",2004,8.1,3
Ruben Patterson,"POR",2004,3.4,1.3
Sasha Pavlovic,"CLE",2004,0.8,-0.5
Gary Payton,"BOS",2004,5.4,1.1
Anthony Peeler,"WAS",2004,0.5,-0.2
Kirk Penney,"LAC",2004,-0.1,0
Kendrick Perkins,"BOS",2004,0.7,-0.2
Wesley Person,"TOT",2004,1.6,0.1
Morris Peterson,"TOR",2004,5.1,1.9
Eric Piatkowski,"CHI",2004,2.3,0.4
Paul Pierce,"BOS",2004,11.2,4.7
Mickael Pietrus,"GSW",2004,2.1,0.2
Zoran Planinic,"NJN",2004,0.8,-0.1
Pavel Podkolzin,"DAL",2004,0,0
Scot Pollard,"IND",2004,1.9,0.3
Mark Pope,"DEN",2004,0,0
James Posey,"MEM",2004,2.3,0.9
Vitaly Potapenko,"SEA",2004,1,0
Tayshaun Prince,"DET",2004,9.4,3.4
Laron Profit,"WAS",2004,0.4,-0.1
Joel Przybilla,"POR",2004,4.7,1.5
Vladimir Radmanovic,"SEA",2004,3.7,1.5
Aleksandar Radojevic,"UTA",2004,-0.3,-0.2
Peter John Ramos,"WAS",2004,0,-0.1
Zach Randolph,"POR",2004,3.1,-0.1
Theo Ratliff,"POR",2004,2.3,0.7
Zeljko Rebraca,"LAC",2004,2.4,0.1
Michael Redd,"MIL",2004,6.2,1.4
Justin Reed,"BOS",2004,0.3,0
Jared Reiner,"CHI",2004,0,-0.2
Jason Richardson,"GSW",2004,5.7,3
Quentin Richardson,"PHO",2004,5.8,2.8
Luke Ridnour,"SEA",2004,5.4,1.5
Bernard Robinson,"CHA",2004,0.3,-0.1
Clifford Robinson,"TOT",2004,1.7,0.2
Glenn Robinson,"SAS",2004,0.5,0
Rodney Rogers,"TOT",2004,0.3,-0.3
Jalen Rose,"TOR",2004,4.8,0.8
Malik Rose,"TOT",2004,2.6,-0.1
Quinton Ross,"LAC",2004,1.7,0
Michael Ruffin,"WAS",2004,1.9,0.7
Kareem Rush,"TOT",2004,0.1,-0.4
Bryon Russell,"DEN",2004,2.6,0.7
John Salmons,"PHI",2004,1.4,-0.1
Jamal Sampson,"CHA",2004,0.5,-0.2
Daniel Santiago,"MIL",2004,0,-0.1
Brian Scalabrine,"NJN",2004,1.4,0.1
Ansu Sesay,"GSW",2004,0.2,0
Ha Seung-Jin,"POR",2004,-0.2,-0.2
Paul Shirley,"PHO",2004,0,0
Bobby Simmons,"LAC",2004,6.8,2.6
Brian Skinner,"TOT",2004,1.9,0.5
Tamar Slay,"CHA",2004,-0.3,-0.1
Donta Smith,"ATL",2004,0.2,-0.2
J.R. Smith,"NOH",2004,0.2,-0.7
Jabari Smith,"NJN",2004,0.7,-0.3
Joe Smith,"MIL",2004,5.5,1.1
Josh Smith,"ATL",2004,2.4,0.8
Steve Smith,"TOT",2004,1.8,0.1
Theron Smith,"CHA",2004,-0.4,-0.5
Eric Snow,"CLE",2004,1.9,-0.7
Kirk Snyder,"UTA",2004,-0.2,-0.7
Darius Songaila,"SAC",2004,4.3,0.6
Pape Sow,"TOR",2004,0.2,-0.3
Latrell Sprewell,"MIN",2004,1.9,-0.3
Jerry Stackhouse,"DAL",2004,3.5,0.4
DeShawn Stevenson,"ORL",2004,-0.1,-1.1
Michael Stewart,"ATL",2004,0.2,0
Peja Stojakovic,"SAC",2004,7.3,2.1
Awvee Storey,"NJN",2004,0,0
Damon Stoudamire,"POR",2004,5.7,2.2
Amare Stoudemire,"PHO",2004,14.6,3.9
Erick Strickland,"MIL",2004,-0.3,-0.6
Rod Strickland,"HOU",2004,-0.2,-0.3
Bruno Sundov,"NYK",2004,-0.3,-0.2
Bob Sura,"HOU",2004,4.8,2.2
Mike Sweetney,"NYK",2004,3.8,0
Robert Swift,"SEA",2004,0,0
Stromile Swift,"MEM",2004,2.9,0.3
Wally Szczerbiak,"MIN",2004,7.3,1.8
Yuta Tabuse,"PHO",2004,0,0
Maurice Taylor,"TOT",2004,0.5,-0.8
Sebastian Telfair,"POR",2004,-0.4,-1.6
Jason Terry,"DAL",2004,8.5,3
Billy Thomas,"NJN",2004,0.4,-0.1
Etan Thomas,"WAS",2004,1.6,-0.4
James Thomas,"TOT",2004,0.2,0
John Thomas,"MIN",2004,0.9,0.1
Kenny Thomas,"TOT",2004,4.3,0.5
Kurt Thomas,"NYK",2004,5.2,1.5
Tim Thomas,"NYK",2004,2.2,-0.1
Jamaal Tinsley,"IND",2004,2.8,1.9
Robert Traylor,"CLE",2004,1.8,0.2
Jake Tsakalidis,"MEM",2004,0.6,0
Nikoloz Tskitishvili,"TOT",2004,-0.5,-0.3
Hedo Turkoglu,"ORL",2004,3.4,0.5
Beno Udrih,"SAS",2004,3.1,0.4
Nick Van Exel,"POR",2004,1.6,0.1
Keith Van Horn,"TOT",2004,3.5,0.7
Anderson Varejao,"CLE",2004,3,0.7
Jacque Vaughn,"NJN",2004,1.8,-0.9
Jake Voskuhl,"PHO",2004,0.6,0
Jackson Vroman,"TOT",2004,-0.1,-0.3
Sasha Vujacic,"LAL",2004,0.2,-0.2
Dwyane Wade,"MIA",2004,11,4.8
Dajuan Wagner,"CLE",2004,-0.2,-0.2
Antoine Walker,"TOT",2004,0.9,1.2
Samaki Walker,"WAS",2004,-0.1,-0.2
Ben Wallace,"DET",2004,8.5,3.9
Gerald Wallace,"CHA",2004,2.4,1.8
Rasheed Wallace,"DET",2004,7.1,2.3
Luke Walton,"LAL",2004,0.5,0
Charlie Ward,"HOU",2004,0.5,0.1
Earl Watson,"MEM",2004,2.3,0.3
Clarence Weatherspoon,"HOU",2004,1.1,-0.2
Chris Webber,"TOT",2004,3.4,1.8
Bonzi Wells,"MEM",2004,3.1,0.6
Jiri Welsch,"TOT",2004,1.7,-0.2
David Wesley,"TOT",2004,5.2,1.6
David West,"NOH",2004,0.2,-0.4
Delonte West,"BOS",2004,0.9,0.2
Jahidi White,"CHA",2004,-0.1,-0.2
Rodney White,"TOT",2004,0.5,-0.3
Chris Wilcox,"LAC",2004,1.3,-0.4
Damien Wilkins,"SEA",2004,1,0.4
Mike Wilks,"SAS",2004,0.6,0
Aaron Williams,"TOT",2004,0.3,-0.3
Eric Williams,"TOT",2004,2.1,0
Frank Williams,"CHI",2004,-0.2,-0.1
Jason Williams,"MEM",2004,4.3,0.8
Jerome Williams,"NYK",2004,2.6,0.3
Mo Williams,"MIL",2004,2.2,0.4
Scott Williams,"CLE",2004,0.1,-0.1
Corliss Williamson,"TOT",2004,3.3,-0.6
Kevin Willis,"ATL",2004,0,-0.4
Loren Woods,"TOR",2004,0.7,-0.4
Qyntel Woods,"MIA",2004,0,0
Metta World Peace,"IND",2004,1.3,0.4
Dorell Wright,"MIA",2004,-0.1,0
Lorenzen Wright,"MEM",2004,5.2,0.8
Wang Zhizhi,"MIA",2004,0.2,0
Shareef Abdur-Rahim,"SAC",2005,6.2,1.4
Alex Acker,"DET",2005,-0.2,-0.1
Malik Allen,"CHI",2005,1,-0.3
Ray Allen,"SEA",2005,9.5,4.2
Tony Allen,"BOS",2005,1.7,0.2
Rafer Alston,"HOU",2005,3.4,1.7
Chris Andersen,"NOK",2005,1.3,0.1
Alan Anderson,"CHA",2005,0.4,-0.2
Derek Anderson,"TOT",2005,1.6,0.1
Shandon Anderson,"MIA",2005,0.5,-0.2
Martynas Andriuskevicius,"CLE",2005,0,0
Carmelo Anthony,"DEN",2005,9.4,2.6
Rafael Araujo,"TOR",2005,-0.8,-0.8
Gilbert Arenas,"WAS",2005,13.6,6.4
Trevor Ariza,"TOT",2005,0.9,0.4
Darrell Armstrong,"DAL",2005,0,-0.1
Carlos Arroyo,"TOT",2005,2.7,-0.1
Chucky Atkins,"TOT",2005,3.6,0.2
Stacey Augmon,"ORL",2005,0.3,-0.1
Vin Baker,"LAC",2005,0.1,0
Marcus Banks,"TOT",2005,2.3,0.1
Leandro Barbosa,"PHO",2005,3.8,0.9
Matt Barnes,"TOT",2005,1,-0.1
Andre Barrett,"TOT",2005,-0.1,-0.3
Earl Barron,"MIA",2005,-0.2,-0.2
Brent Barry,"SAS",2005,4.3,1.5
Jon Barry,"HOU",2005,0.4,-0.1
Eddie Basden,"CHI",2005,0.2,0
Brandon Bass,"NOK",2005,0.1,-0.4
Esteban Batista,"ATL",2005,0.1,-0.6
Tony Battie,"ORL",2005,3.8,0.4
Shane Battier,"MEM",2005,9.1,4.3
Lonny Baxter,"TOT",2005,0.7,-0.4
Charlie Bell,"MIL",2005,3.3,0.9
Raja Bell,"PHO",2005,6.8,2.8
Jonathan Bender,"IND",2005,0.2,0
Mike Bibby,"SAC",2005,8.4,2.4
Andris Biedrins,"GSW",2005,2.9,0.6
Chauncey Billups,"DET",2005,15.5,4.9
Steve Blake,"POR",2005,2.8,0.1
Andray Blatche,"WAS",2005,0.1,-0.1
Mark Blount,"TOT",2005,1.7,-0.9
Keith Bogans,"TOT",2005,2.3,0.4
Andrew Bogut,"MIL",2005,5.5,2.3
Matt Bonner,"TOR",2005,4.1,1.2
Calvin Booth,"WAS",2005,0.4,0
Carlos Boozer,"UTA",2005,3.5,1.2
Chris Bosh,"TOR",2005,9.8,3.1
Bruce Bowen,"SAS",2005,6.2,2.7
Ryan Bowen,"HOU",2005,0.2,-0.4
Earl Boykins,"DEN",2005,2.9,0
Michael Bradley,"PHI",2005,0.1,-0.3
Elton Brand,"LAC",2005,14.8,6.5
Primoz Brezec,"CHA",2005,4.6,-0.5
Devin Brown,"UTA",2005,1.4,-0.7
Kwame Brown,"LAL",2005,3.6,0.2
P.J. Brown,"NOK",2005,4.4,1
Rick Brunson,"TOT",2005,-0.1,-0.3
Kobe Bryant,"LAL",2005,15.3,6.5
Greg Buckner,"DEN",2005,3.8,1.6
Pat Burke,"PHO",2005,0.1,-0.3
Antonio Burks,"MEM",2005,-0.4,-0.9
Kevin Burleson,"CHA",2005,-0.2,-0.2
Caron Butler,"WAS",2005,6.3,1.9
Jackie Butler,"NYK",2005,1.2,0.1
Rasual Butler,"NOK",2005,1.7,-0.4
Andrew Bynum,"LAL",2005,0.1,-0.3
Will Bynum,"GSW",2005,-0.1,-0.2
Zarko Cabarkapa,"GSW",2005,0.3,-0.5
Jose Calderon,"TOR",2005,0.9,-0.7
Marcus Camby,"DEN",2005,5.5,2.7
Brian Cardinal,"MEM",2005,0.6,0
Matt Carroll,"CHA",2005,2.6,-0.2
Anthony Carter,"MIN",2005,0.6,-0.3
Vince Carter,"NJN",2005,9.3,4.7
Sam Cassell,"LAC",2005,7.6,2.5
Kelvin Cato,"TOT",2005,0.3,-0.4
Tyson Chandler,"CHI",2005,5.4,2.2
Calbert Cheaney,"GSW",2005,0,-0.4
Josh Childress,"ATL",2005,5.7,2
Doug Christie,"DAL",2005,0.1,0
Speedy Claxton,"NOK",2005,3,1
Mateen Cleaves,"SEA",2005,0,-0.4
Jarron Collins,"UTA",2005,3.9,0.6
Jason Collins,"NJN",2005,2,0
Nick Collison,"SEA",2005,2.3,0.3
Brian Cook,"LAL",2005,4.5,0.5
Jamal Crawford,"NYK",2005,4.5,1.7
Austin Croshere,"IND",2005,4.1,1.2
Eddy Curry,"NYK",2005,3.3,-1
Samuel Dalembert,"PHI",2005,3.6,0.2
Erick Dampier,"DAL",2005,4.8,1.4
Antonio Daniels,"WAS",2005,5.3,0.3
Marquis Daniels,"DAL",2005,4.2,1.5
Antonio Davis,"TOT",2005,0.3,-0.4
Baron Davis,"GSW",2005,4.4,2.6
Dale Davis,"DET",2005,0.4,0
